Date,Patient Residence,geolocation,State,Naloxone Prescription Count,"Naloxone Rate per 1,000 Residents",Opiate Agonist Prescription Count,"Opiate Agonist Rate per 1,000 Residents",Opiate Partial Agonist Prescription Count,"Opiate Partial Agonist Rate per 1,000 Residents",Benzodiazepine Prescription Count,"Benzodiazepine Rate per 1,000 Residents",Stimulant Prescription Count,"Stimulant Rate per 1,000 Residents",Gabapentin Prescription Count,"Gabapentin Rate per 1,000 Residents"
2022 Quarter 4,Wilton,POINT (-73.42747 41.19085),CT,4,0.22,900,48.75,60,3.25,1374,74.43,1978,107.15,1978,107.15
2023 Quarter 4,Pomfret,POINT (-71.95854 41.89781),CT,4,0.93,239,55.49,29,6.73,300,69.65,447,103.78,192,44.58
2024 Quarter 1,New Britain,POINT (-72.78215 41.66772),CT,136,1.83,7142,96,1893,25.44,5461,73.4,3808,51.19,4355,58.54
2023 Quarter 2,Monroe,POINT (-73.20695 41.33185),CT,16,0.85,1427,76.05,188,10.02,1650,87.93,1739,92.68,806,42.95
2023 Quarter 4,Shelton,POINT (-73.1091 41.3226),CT,47,1.12,4130,98.58,626,14.94,3909,93.3,3351,79.98,2173,51.87
2025 Quarter 1,East Granby,POINT (-72.7294 41.94359),CT,1,0.19,348,66.69,59,11.31,407,78,623,119.39,225,43.12
2024 Quarter 3,Bristol,POINT (-72.94661 41.67574),CT,92,1.49,7418,120.42,1999,32.45,6607,107.25,5132,83.31,4573,74.24
2023 Quarter 4,Bloomfield,POINT (-72.73487 41.82963),CT,8,0.37,1650,76.53,160,7.42,1564,72.54,952,44.16,1097,50.88
2023 Quarter 3,Hartford,POINT (-72.67397 41.76381),CT,394,3.26,7526,62.36,2062,17.09,4976,41.23,3628,30.06,6382,52.88
2022 Quarter 3,Thompson,POINT (-71.86424 41.95972),CT,7,0.76,700,75.87,178,19.29,677,73.38,629,68.18,537,58.21
2025 Quarter 1,Stamford,POINT (-73.54222 41.05195),CT,56,0.41,5514,40.48,815,5.98,8083,59.34,9356,68.68,4577,33.6
2025 Quarter 1,Westbrook,POINT (-72.44255 41.28353),CT,7,1.02,674,97.95,171,24.85,894,129.92,822,119.46,466,67.72
2023 Quarter 4,Columbia,POINT (-72.27429 41.71974),CT,1,0.19,503,95.66,75,14.26,552,104.98,548,104.22,328,62.38
2024 Quarter 2,Morris,POINT (-73.20025 41.68339),CT,4,1.76,197,86.9,30,13.23,228,100.57,139,61.31,145,63.96
2023 Quarter 1,Naugatuck,POINT (-73.05522 41.49087),CT,51,1.62,3697,117.62,730,23.22,2946,93.72,2056,65.41,2112,67.19
2022 Quarter 2,Norwich,POINT (-72.07568 41.52676),CT,86,2.14,4250,105.85,1805,44.95,4254,105.95,3520,87.67,3347,83.36
2022 Quarter 3,Eastford,POINT (-72.07648 41.90571),CT,0,0,138,83.13,20,12.05,117,70.48,114,68.67,83,50
2024 Quarter 1,Winchester,POINT (-73.06812 41.92118),CT,10,0.98,1435,140.14,308,30.08,1465,143.07,962,93.95,908,88.67
2023 Quarter 2,Goshen,POINT (-73.23131 41.83122),CT,4,1.26,229,72.35,59,18.64,295,93.21,234,73.93,145,45.81
2024 Quarter 2,Thompson,POINT (-71.86424 41.95972),CT,10,1.07,623,66.88,151,16.21,626,67.2,769,82.56,526,56.47
2025 Quarter 1,New Haven,POINT (-72.92432 41.30801),CT,428,3.16,10461,77.31,3092,22.85,7215,53.32,7959,58.82,7707,56.95
2025 Quarter 1,Kent,POINT (-73.47267 41.7267),CT,6,1.96,264,86.11,19,6.2,250,81.54,292,95.24,92,30.01
2023 Quarter 1,Weston,POINT (-73.38307 41.22438),CT,1,0.1,526,50.89,45,4.35,837,80.98,1471,142.32,261,25.25
2023 Quarter 1,Bethel,POINT (-73.39842 41.38578),CT,17,0.83,1989,96.85,215,10.47,1961,95.49,1991,96.95,1013,49.33
2022 Quarter 3,Bethel,POINT (-73.39842 41.38578),CT,16,0.78,1997,97.24,229,11.15,1956,95.24,1998,97.29,903,43.97
2024 Quarter 4,Darien,POINT (-73.47714 41.0696),CT,2,0.09,804,36.51,73,3.32,1673,75.98,2997,136.1,632,28.7
2025 Quarter 1,Bethel,POINT (-73.39842 41.38578),CT,7,0.34,1762,85.21,165,7.98,2004,96.91,2341,113.21,1004,48.55
2023 Quarter 4,Sherman,POINT (-73.49254 41.58031),CT,0,0,219,61.92,8,2.26,245,69.27,334,94.43,134,37.89
2022 Quarter 4,East Haven,POINT (-72.87169 41.27789),CT,69,2.48,3631,130.59,999,35.93,4052,145.73,2121,76.28,2121,76.28
2024 Quarter 1,New Haven,POINT (-72.92432 41.30801),CT,565,4.07,10876,78.29,2499,17.99,7239,52.11,7015,50.5,7915,56.98
2024 Quarter 1,New Fairfield,POINT (-73.48605 41.46578),CT,7,0.52,1093,80.75,94,6.94,1013,74.84,1219,90.06,647,47.8
2024 Quarter 4,Sterling,POINT (-71.82867 41.70749),CT,5,1.37,313,85.89,124,34.03,277,76.02,433,118.83,168,46.1
2022 Quarter 4,Columbia,POINT (-72.27429 41.71974),CT,6,1.14,535,101.98,94,17.92,595,113.42,512,97.6,512,97.6
2024 Quarter 4,Wilton,POINT (-73.42747 41.19085),CT,6,0.33,960,52.17,58,3.15,1500,81.52,2288,124.35,747,40.6
2022 Quarter 1,Middletown,POINT (-72.64977 41.56268),CT,201,4.22,5055,106.03,1609,33.75,4970,104.25,3389,71.08,3040,63.76
2023 Quarter 3,Coventry,POINT (-72.30498 41.77009),CT,12,0.98,1046,85.14,272,22.14,1355,110.3,1053,85.71,766,62.35
2023 Quarter 1,East  Hampton,POINT (-72.50529 41.57999),CT,20,1.55,1272,98.8,210,16.31,1281,99.5,1160,90.1,595,46.22
2022 Quarter 2,Eastford,POINT (-72.07648 41.90571),CT,0,0,454,275.15,52,31.52,636,385.45,758,459.39,221,133.94
2023 Quarter 3,Wallingford,POINT (-72.81835 41.45417),CT,86,1.95,4672,106.14,1113,25.29,5083,115.48,3819,86.76,3308,75.15
2024 Quarter 2,New London,POINT (-72.09624 41.35651),CT,96,3.43,2938,105,1348,48.18,2488,88.92,2662,95.14,2412,86.2
2023 Quarter 1,Sharon,POINT (-73.47017 41.88513),CT,2,0.75,381,142.43,20,7.48,290,108.41,177,66.17,162,60.56
2022 Quarter 2,Rocky Hill,POINT (-72.63901 41.66857),CT,12,0.58,1672,80.46,365,17.56,2094,100.77,1383,66.55,947,45.57
2023 Quarter 3,Norwalk,POINT (-73.40765 41.11366),CT,49,0.54,5186,56.74,559,6.12,6040,66.08,5752,62.93,3539,38.72
2024 Quarter 4,Essex,POINT (-72.39087 41.35324),CT,8,1.18,502,73.8,142,20.88,757,111.29,633,93.06,409,60.13
2024 Quarter 4,Union,POINT (-72.15536 41.99378),CT,0,0,52,65.24,0,0,47,58.97,49,61.48,41,51.44
2025 Quarter 1,Prospect,POINT (-72.9779 41.50128),CT,4,0.42,988,104.23,108,11.39,971,102.44,875,92.31,541,57.07
2025 Quarter 1,Newington,POINT (-72.71909 41.69555),CT,11,0.35,2415,77.34,441,14.12,2739,87.71,2658,85.12,1586,50.79
2023 Quarter 3,Roxbury,POINT (-73.31102 41.56218),CT,1,0.44,169,74.16,5,2.19,196,86,175,76.79,96,42.12
2022 Quarter 1,Waterford,POINT (-72.13852 41.34593),CT,25,1.28,2361,120.98,441,22.6,2740,140.4,2247,115.14,1464,75.02
2022 Quarter 2,Southington,POINT (-72.87813 41.60022),CT,21,0.48,2084,47.97,246,5.66,2375,54.66,1783,41.04,1401,32.25
2023 Quarter 4,Wolcott,POINT (-72.98422 41.57883),CT,19,1.17,1706,105.37,302,18.65,1844,113.9,1447,89.38,911,56.27
2023 Quarter 2,West Haven,POINT (-72.94998 41.27228),CT,107,1.94,5624,101.71,1175,21.25,4855,87.8,2893,52.32,2791,50.48
2022 Quarter 4,Preston,POINT (-71.98967 41.52951),CT,9,1.87,521,108.5,137,28.53,552,114.95,517,107.66,517,107.66
2024 Quarter 2,Salisbury,POINT (-73.42246 41.98282),CT,1,0.24,217,51.19,53,12.5,257,60.63,303,71.48,104,24.53
2025 Quarter 1,Lyme,POINT (-72.33474 41.42464),CT,1,0.42,114,47.32,16,6.64,131,54.38,135,56.04,94,39.02
2023 Quarter 1,Manchester,POINT (-72.52069 41.769),CT,100,1.68,5165,86.91,1206,20.29,5136,86.43,4010,67.48,3473,58.44
2024 Quarter 1,Wilton,POINT (-73.42747 41.19085),CT,6,0.33,976,52.88,53,2.87,1413,76.56,2162,117.14,699,37.87
2024 Quarter 3,Monroe,POINT (-73.20695 41.33185),CT,7,0.37,1372,72.86,188,9.98,1613,85.66,1870,99.3,799,42.43
2022 Quarter 3,Plainville,POINT (-72.86727 41.6698),CT,23,1.32,1982,113.61,576,33.02,1957,112.18,1374,78.76,1081,61.97
2022 Quarter 2,Voluntown,POINT (-71.86749 41.57275),CT,3,1.17,298,116.22,62,24.18,276,107.64,239,93.21,161,62.79
2024 Quarter 3,Deep River,POINT (-72.43506 41.3833),CT,5,1.12,474,106.42,101,22.68,586,131.57,592,132.91,364,81.72
2023 Quarter 4,Norfolk,POINT (-73.19827 41.99194),CT,1,0.63,139,87.2,26,16.31,150,94.1,98,61.48,56,35.13
2024 Quarter 2,Griswold,POINT (-71.93757 41.58487),CT,16,1.39,1689,146.75,534,46.4,1452,126.16,1768,153.62,1069,92.88
2024 Quarter 4,North Branford,POINT (-72.79389 41.33239),CT,14,1.04,1286,95.86,349,26.02,1589,118.45,1415,105.48,789,58.81
2024 Quarter 2,Westport,POINT (-73.35935 41.14149),CT,8,0.29,1335,48.67,96,3.5,2599,94.76,3579,130.49,988,36.02
2025 Quarter 1,Simsbury,POINT (-72.79998 41.8805),CT,10,0.4,1600,64.12,169,6.77,1951,78.19,2728,109.33,1152,46.17
2022 Quarter 3,New Milford,POINT (-73.41375 41.57871),CT,19,0.67,2827,100.31,357,12.67,2362,83.81,2507,88.96,1336,47.41
2023 Quarter 1,Westport,POINT (-73.35935 41.14149),CT,12,0.44,1375,50.41,100,3.67,2569,94.18,3517,128.93,896,32.85
2022 Quarter 3,Lisbon,POINT (-72.01016 41.60741),CT,2,0.48,391,93.14,135,32.16,401,95.52,316,75.27,262,62.41
2022 Quarter 1,Derby,POINT (-73.08964 41.32349),CT,41,3.33,1642,133.21,300,24.34,1268,102.87,872,70.74,743,60.28
2023 Quarter 2,Scotland,POINT (-72.08296 41.69848),CT,2,1.28,70,44.64,18,11.48,67,42.73,45,28.7,41,26.15
2023 Quarter 2,Old Saybrook,POINT (-72.37706 41.29725),CT,10,0.95,1060,100.35,186,17.61,1419,134.34,1171,110.86,612,57.94
2023 Quarter 3,Milford,POINT (-73.05721 41.2253),CT,72,1.37,5526,104.9,1021,19.38,6153,116.8,4535,86.09,2639,50.1
2022 Quarter 1,Woodstock,POINT (-71.98144 41.95623),CT,5,0.61,590,71.71,104,12.64,550,66.84,570,69.28,392,47.64
2023 Quarter 1,Willington,POINT (-72.30139 41.87944),CT,3,0.54,498,90.09,69,12.48,456,82.49,476,86.11,258,46.67
2022 Quarter 2,New London,POINT (-72.09624 41.35651),CT,26,0.95,2661,97.2,540,19.73,3179,116.12,2271,82.96,1425,52.05
2022 Quarter 1,Voluntown,POINT (-71.86749 41.57275),CT,4,1.56,279,108.81,70,27.3,291,113.49,246,95.94,163,63.57
2023 Quarter 4,Easton,POINT (-73.30322 41.25238),CT,14,1.83,1038,136.04,182,23.85,1227,160.81,1240,162.52,586,76.8
2022 Quarter 1,Cornwall,POINT (-73.32991 41.84339),CT,4,2.55,99,63.22,19,12.13,126,80.46,99,63.22,69,44.06
2024 Quarter 2,Chester,POINT (-72.44903 41.4023),CT,2,0.53,408,108.6,55,14.64,408,108.6,364,96.89,244,64.95
2024 Quarter 1,East Lyme,POINT (-72.22334 41.36844),CT,18,0.96,1559,82.98,312,16.61,2184,116.24,2440,129.87,1184,63.02
2022 Quarter 1,Farmington,POINT (-72.83774 41.71291),CT,16,0.6,2035,76.29,249,9.34,2259,84.69,1819,68.2,1182,44.31
2024 Quarter 2,Old Lyme,POINT (-72.33425 41.32392),CT,11,1.43,788,102.55,160,20.82,973,126.63,1000,130.14,439,57.13
2023 Quarter 1,Torrington,POINT (-73.0862 41.80137),CT,112,3.17,5116,144.7,1306,36.94,5082,143.73,3033,85.78,3245,91.78
2024 Quarter 2,Lisbon,POINT (-72.01016 41.60741),CT,8,1.89,409,96.42,93,21.92,438,103.25,398,93.82,233,54.93
2024 Quarter 1,Colebrook,POINT (-73.11155 42.0129),CT,4,2.92,140,102.26,22,16.07,120,87.66,81,59.17,79,57.71
2022 Quarter 3,Kent,POINT (-73.47267 41.7267),CT,4,1.34,256,85.79,18,6.03,258,86.46,244,81.77,71,23.79
2024 Quarter 4,Brookfield,POINT (-73.39836 41.46765),CT,7,0.4,1523,87.08,139,7.95,1506,86.11,1942,111.04,797,45.57
2023 Quarter 2,Bethlehem,POINT (-73.20126 41.63979),CT,2,0.59,364,107.5,45,13.29,374,110.45,233,68.81,74,21.85
2022 Quarter 2,Canterbury,POINT (-71.9928 41.69798),CT,11,2.18,590,117.04,162,32.14,547,108.51,429,85.1,367,72.8
2024 Quarter 4,Washington,POINT (-73.31101 41.63097),CT,1,0.27,286,77.61,7,1.9,230,62.42,326,88.47,129,35.01
2023 Quarter 4,Salem,POINT (-72.27692 41.49236),CT,6,1.39,429,99.17,101,23.35,388,89.69,427,98.71,217,50.16
2024 Quarter 4,Simsbury,POINT (-72.79998 41.8805),CT,13,0.52,1584,63.48,184,7.37,1984,79.51,2759,110.57,1106,44.32
2024 Quarter 2,Berlin,POINT (-72.74506 41.62316),CT,15,0.74,1763,87.29,372,18.42,2014,99.72,1661,82.24,1083,53.62
2022 Quarter 2,Bridgeport,POINT (-73.19064 41.18213),CT,406,2.73,12844,86.38,1406,9.46,7633,51.33,3962,26.64,6450,43.38
2022 Quarter 1,Burlington,POINT (-72.96183 41.76759),CT,7,0.74,746,78.36,119,12.5,827,86.87,681,71.53,445,46.74
2023 Quarter 3,Stamford,POINT (-73.54222 41.05195),CT,58,0.43,6214,45.63,709,5.21,8437,61.95,8242,60.52,4419,32.45
2024 Quarter 2,Watertown,POINT (-73.11894 41.60552),CT,22,0.99,2234,100.71,431,19.43,2351,105.98,1738,78.35,1139,51.35
2022 Quarter 3,Monroe,POINT (-73.20695 41.33185),CT,13,0.69,1409,75.09,184,9.81,1687,89.91,1652,88.04,751,40.02
2023 Quarter 4,Harwinton,POINT (-73.06991 41.76965),CT,6,1.08,593,106.62,93,16.72,540,97.09,470,84.5,335,60.23
2023 Quarter 1,Prospect,POINT (-72.9779 41.50128),CT,11,1.18,1077,115.26,100,10.7,947,101.35,738,78.98,469,50.19
2025 Quarter 1,Canton,POINT (-72.89936 41.82742),CT,7,0.69,775,76.38,109,10.74,828,81.61,1084,106.84,549,54.11
2023 Quarter 2,Canton,POINT (-72.89936 41.82742),CT,9,0.89,787,78.05,114,11.31,846,83.9,894,88.66,500,49.59
2024 Quarter 3,Kent,POINT (-73.47267 41.7267),CT,4,1.3,217,70.78,14,4.57,257,83.82,238,77.63,71,23.16
2022 Quarter 2,Old Lyme,POINT (-72.33425 41.32392),CT,17,2.23,777,102.04,146,19.17,1025,134.6,834,109.52,426,55.94
2023 Quarter 2,Canaan,POINT (-73.301162 41.965661),CT,4,3.71,415,384.97,91,84.42,353,327.46,279,258.81,232,215.21
2024 Quarter 1,Somers,POINT (-72.44013 41.98825),CT,6,0.61,895,90.93,193,19.61,856,86.97,788,80.06,870,88.39
2022 Quarter 3,Deep River,POINT (-72.43506 41.3833),CT,5,1.12,459,102.87,119,26.67,542,121.47,485,108.7,278,62.3
2022 Quarter 4,Newtown,POINT (-73.3087 41.41327),CT,21,0.76,2331,84.7,257,9.34,2398,87.13,2888,104.93,2888,104.93
2023 Quarter 1,Guilford,POINT (-72.68142 41.28424),CT,33,1.5,1966,89.24,291,13.21,2699,122.51,2332,105.85,1190,54.01
2022 Quarter 4,Griswold,POINT (-71.93757 41.58487),CT,15,1.31,1591,139.48,567,49.71,1414,123.96,1400,122.73,1400,122.73
2022 Quarter 2,Stonington,POINT (-71.90642 41.33592),CT,22,1.2,2169,118.6,344,18.81,2554,139.65,2616,143.04,1433,78.36
2024 Quarter 1,Monroe,POINT (-73.20695 41.33185),CT,10,0.53,1299,69.11,168,8.94,1638,87.15,1781,94.75,771,41.02
2024 Quarter 4,Andover,POINT (-72.38047 41.74159),CT,4,1.27,311,98.92,55,17.49,296,94.15,296,94.15,217,69.02
2022 Quarter 2,East Hartford,POINT (-72.64401 41.76897),CT,16,0.31,1374,26.93,251,4.92,1344,26.34,1148,22.5,656,12.86
2022 Quarter 2,Westport,POINT (-73.35935 41.14149),CT,6,0.22,1386,51.09,102,3.76,2607,96.1,3356,123.71,893,32.92
2022 Quarter 1,Oxford,POINT (-73.12356 41.43916),CT,15,1.18,1392,109.59,223,17.56,1148,90.38,1034,81.4,589,46.37
2022 Quarter 2,Lebanon,POINT (-72.20098 41.64541),CT,25,3.5,846,118.45,255,35.7,661,92.55,621,86.95,578,80.93
2022 Quarter 2,Litchfield,POINT (-73.18895 41.74626),CT,8,0.98,811,99.33,98,12,890,109,641,78.51,503,61.6
2022 Quarter 1,Barkhamsted,POINT (-72.98828 41.91211),CT,0,0,348,95.34,21,5.75,333,91.23,259,70.96,247,67.67
2022 Quarter 2,Shelton,POINT (-73.1091 41.3226),CT,35,0.86,4247,104.21,613,15.04,4055,99.49,2996,73.51,2116,51.92
2022 Quarter 1,Sherman,POINT (-73.49254 41.58031),CT,1,0.28,219,62.2,11,3.12,267,75.83,295,83.78,108,30.67
2023 Quarter 2,Litchfield,POINT (-73.18895 41.74626),CT,5,0.61,767,93.88,118,14.44,965,118.12,662,81.03,545,66.71
2023 Quarter 1,Shelton,POINT (-73.1091 41.3226),CT,54,1.3,4205,101.39,595,14.35,3987,96.13,3116,75.13,2045,49.31
2024 Quarter 4,Southbury,POINT (-73.22107 41.47965),CT,8,0.4,1942,96.49,168,8.35,1956,97.18,1785,88.69,1145,56.89
2022 Quarter 1,Stonington,POINT (-71.90642 41.33592),CT,31,1.7,2169,118.6,349,19.08,2604,142.39,2552,139.55,1350,73.82
2024 Quarter 1,Bolton,POINT (-72.44233 41.79117),CT,5,1.03,470,97.23,54,11.17,444,91.85,374,77.37,262,54.2
2023 Quarter 4,Southington,POINT (-72.87813 41.60022),CT,38,0.87,4062,92.84,819,18.72,4730,108.11,3640,83.19,2524,57.69
2022 Quarter 3,Avon,POINT (-72.83009 41.81094),CT,11,0.58,1265,67.12,126,6.69,1708,90.62,1675,88.87,820,43.51
2024 Quarter 3,Sherman,POINT (-73.49254 41.58031),CT,2,0.57,217,61.47,9,2.55,238,67.42,381,107.93,171,48.44
2024 Quarter 1,Trumbull,POINT (-73.21967 41.23495),CT,25,0.67,2566,69.1,311,8.37,3420,92.1,3473,93.52,1510,40.66
2024 Quarter 2,Stonington,POINT (-71.90642 41.33592),CT,14,0.76,2182,118.07,367,19.86,2561,138.58,3036,164.29,1573,85.12
2025 Quarter 1,Wethersfield,POINT (-72.66228 41.71109),CT,16,0.59,1930,71.18,272,10.03,2556,94.27,2478,91.39,1300,47.95
2022 Quarter 3,Woodstock,POINT (-71.98144 41.95623),CT,5,0.61,580,70.55,90,10.95,553,67.27,597,72.62,374,45.49
2022 Quarter 2,North Branford,POINT (-72.79389 41.33239),CT,1,0.31,34,10.63,11,3.44,43,13.45,19,5.94,38,11.88
2022 Quarter 3,Canaan,POINT (-73.301162 41.965661),CT,5,4.64,497,461.04,111,102.97,385,357.14,254,235.62,284,263.45
2022 Quarter 1,Meriden,POINT (-72.7981 41.53653),CT,160,2.63,7386,121.49,2640,43.43,5928,97.51,3742,61.55,3936,64.74
2023 Quarter 1,Southington,POINT (-72.87813 41.60022),CT,47,1.08,3996,91.86,845,19.43,4615,106.09,3365,77.36,2490,57.24
2022 Quarter 2,Clinton,POINT (-72.52778 41.27864),CT,22,1.67,1644,124.79,484,36.74,1684,127.83,1404,106.57,867,65.81
2022 Quarter 3,North Branford,POINT (-72.79389 41.33239),CT,19,1.41,1434,106.24,369,27.34,1800,133.35,1288,95.42,730,54.08
2023 Quarter 4,Watertown,POINT (-73.11894 41.60552),CT,18,0.81,2109,95.07,377,16.99,2318,104.49,1570,70.77,1005,45.3
2024 Quarter 3,Avon,POINT (-72.83009 41.81094),CT,7,0.37,1017,53.86,126,6.67,1732,91.72,1831,96.97,851,45.07
2025 Quarter 1,East Haven,POINT (-72.87169 41.27789),CT,41,1.49,3358,121.96,940,34.14,3714,134.89,2445,88.8,1966,71.41
2024 Quarter 2,East Hampton,POINT (-72.50529 41.57999),CT,17,1.31,1165,89.89,242,18.67,1258,97.07,1375,106.1,723,55.79
2023 Quarter 3,Wethersfield,POINT (-72.66228 41.71109),CT,22,0.81,1923,70.88,276,10.17,2568,94.66,1988,73.28,1289,47.51
2023 Quarter 2,Franklin,POINT (-72.14672 41.61149),CT,4,2.15,198,106.34,36,19.33,209,112.24,185,99.36,115,61.76
2022 Quarter 3,Stonington,POINT (-71.90642 41.33592),CT,13,0.71,2236,121.34,358,19.43,2658,144.24,2662,144.46,1412,76.63
2024 Quarter 1,Groton,POINT (-72.07151 41.35486),CT,27,0.72,2662,70.53,912,24.16,2686,71.17,2936,77.79,1952,51.72
2023 Quarter 1,New Hartford,POINT (-72.98018 41.87938),CT,9,1.35,662,99.28,115,17.25,667,100.03,584,87.58,396,59.39
2023 Quarter 3,East Haven,POINT (-72.87169 41.27789),CT,84,3.03,3412,123.26,947,34.21,3788,136.84,2234,80.7,1783,64.41
2024 Quarter 3,North Canaan,POINT (-73.33104 42.02767),CT,7,2.18,344,107.37,103,32.15,304,94.88,233,72.72,241,75.22
2022 Quarter 4,Westport,POINT (-73.35935 41.14149),CT,12,0.44,1353,49.6,100,3.67,2613,95.79,3573,130.98,3573,130.98
2023 Quarter 3,Burlington,POINT (-72.96183 41.76759),CT,1,0.1,660,67.97,96,9.89,747,76.93,832,85.68,459,47.27
2023 Quarter 4,Old Saybrook,POINT (-72.37706 41.29725),CT,11,1.04,918,87.14,173,16.42,1426,135.36,1189,112.86,596,56.57
2024 Quarter 3,Canaan,POINT (-73.301162 41.965661),CT,2,1.85,83,76.71,9,8.32,84,77.63,70,64.7,61,56.38
2022 Quarter 3,Hampton,POINT (-72.05504 41.78333),CT,4,2.31,267,154.51,31,17.94,258,149.31,161,93.17,135,78.13
2023 Quarter 4,Bridgeport,POINT (-73.19064 41.18213),CT,466,3.14,12011,80.95,1353,9.12,7291,49.14,4275,28.81,6430,43.34
2025 Quarter 1,Hartford,POINT (-72.67397 41.76381),CT,298,2.49,7149,59.74,2312,19.32,4549,38.01,4547,38,6601,55.16
2024 Quarter 4,Cromwell,POINT (-72.6535 41.61653),CT,11,0.77,1385,96.43,270,18.8,1721,119.82,1331,92.67,798,55.56
2023 Quarter 1,Watertown,POINT (-73.11894 41.60552),CT,21,0.95,2224,100.59,332,15.02,2357,106.6,1479,66.89,1161,52.51
2023 Quarter 2,Putnam,POINT (-71.90959 41.91616),CT,30,3.25,1087,117.81,246,26.66,993,107.62,968,104.91,850,92.12
2022 Quarter 4,Somers,POINT (-72.44013 41.98825),CT,5,0.49,834,81.14,218,21.21,947,92.13,783,76.17,783,76.17
2024 Quarter 1,Salisbury,POINT (-73.42246 41.98282),CT,1,0.24,246,58.03,53,12.5,245,57.8,364,85.87,117,27.6
2022 Quarter 4,Chester,POINT (-72.44903 41.4023),CT,5,1.33,494,131.66,55,14.66,453,120.74,284,75.69,284,75.69
2023 Quarter 3,Farmington,POINT (-72.83774 41.71291),CT,18,0.67,1761,65.89,249,9.32,2126,79.54,2107,78.83,1204,45.05
2025 Quarter 1,Bozrah,POINT (-72.15061 41.56752),CT,0,0,352,145.94,75,31.09,326,135.16,302,125.21,272,112.77
2023 Quarter 1,Canaan,POINT (-73.301162 41.965661),CT,4,3.71,410,380.33,109,101.11,387,359,263,243.97,247,229.13
2023 Quarter 1,East Windsor,POINT (-72.61661 41.92948),CT,9,0.81,624,55.91,108,9.68,582,52.15,285,25.54,341,30.55
2023 Quarter 3,Waterford,POINT (-72.13852 41.34593),CT,16,0.82,2170,110.7,305,15.56,2538,129.47,2426,123.76,1479,75.45
2023 Quarter 2,Plymouth,POINT (-73.05273 41.67196),CT,16,1.37,1534,131.57,310,26.59,1327,113.82,1024,87.83,793,68.02
2024 Quarter 4,Windham,POINT (-72.15472 41.69996),CT,75,3.15,2595,108.88,869,36.46,1914,80.31,1923,80.69,1978,82.99
2023 Quarter 4,Windsor,POINT (-72.64351 41.85179),CT,32,1.09,2248,76.32,256,8.69,2053,69.7,1765,59.93,1371,46.55
2025 Quarter 1,Deep River,POINT (-72.43506 41.3833),CT,5,1.12,476,106.87,115,25.82,579,130,564,126.63,354,79.48
2024 Quarter 2,New Canaan,POINT (-73.49182 41.14598),CT,3,0.14,864,41.59,78,3.75,1825,87.85,2922,140.65,866,41.68
2022 Quarter 1,New Milford,POINT (-73.41375 41.57871),CT,144,5.12,2942,104.68,1739,61.87,2581,91.83,2191,77.95,2255,80.23
2023 Quarter 1,Salem,POINT (-72.27692 41.49236),CT,5,1.19,426,101.43,133,31.67,373,88.81,433,103.1,212,50.48
2022 Quarter 2,Prospect,POINT (-72.9779 41.50128),CT,6,0.64,1059,112.62,107,11.38,941,100.07,729,77.53,438,46.58
2023 Quarter 2,East Hartford,POINT (-72.64401 41.76897),CT,75,1.48,4591,90.5,1014,19.99,3469,68.38,2119,41.77,2987,58.88
2024 Quarter 3,Franklin,POINT (-72.14672 41.61149),CT,2,1.06,192,101.53,49,25.91,187,98.89,222,117.4,118,62.4
2023 Quarter 2,Milford,POINT (-73.05721 41.2253),CT,85,1.62,5772,110.17,962,18.36,6288,120.02,4608,87.96,2758,52.64
2022 Quarter 3,Mansfield,POINT (-72.24121 41.80102),CT,12,0.46,1010,38.32,165,6.26,1145,43.44,970,36.8,679,25.76
2023 Quarter 3,Meriden,POINT (-72.7981 41.53653),CT,166,2.76,6687,111,2338,38.81,5444,90.37,4005,66.48,4054,67.3
2024 Quarter 4,Ledyard,POINT (-72.01819 41.44541),CT,14,0.91,1303,84.29,248,16.04,1300,84.09,2082,134.68,863,55.83
2022 Quarter 3,Griswold,POINT (-71.93757 41.58487),CT,20,1.75,1637,143.51,565,49.53,1462,128.17,1349,118.26,926,81.18
2022 Quarter 4,Ridgefield,POINT (-73.49866 41.2845),CT,8,0.32,1280,51.18,87,3.48,1958,78.29,2697,107.83,2697,107.83
2023 Quarter 1,Windsor,POINT (-72.64351 41.85179),CT,27,0.92,2340,79.66,277,9.43,2095,71.32,1677,57.09,1395,47.49
2023 Quarter 1,Franklin,POINT (-72.14672 41.61149),CT,5,2.69,180,96.67,41,22.02,210,112.78,168,90.23,125,67.13
2023 Quarter 1,Hartland,POINT (-72.90676 41.99858),CT,0,0,107,56.58,24,12.69,96,50.77,130,68.75,72,38.08
2023 Quarter 4,Glastonbury,POINT (-72.60499 41.71227),CT,14,0.4,2118,60.17,254,7.22,3015,85.66,3402,96.65,1514,43.01
2023 Quarter 2,Torrington,POINT (-73.0862 41.80137),CT,160,4.53,5207,147.27,1292,36.54,5157,145.86,3093,87.48,3253,92
2025 Quarter 1,North Canaan,POINT (-73.33104 42.02767),CT,7,2.18,347,108.3,110,34.33,330,103,223,69.6,260,81.15
2025 Quarter 1,Southington,POINT (-72.87813 41.60022),CT,25,0.57,3756,85.87,829,18.95,4553,104.09,4017,91.83,3024,69.13
2024 Quarter 1,Andover,POINT (-72.38047 41.74159),CT,6,1.9,309,98.1,42,13.33,303,96.19,284,90.16,204,64.76
